Crop,Rice_Variety,Sowing,Harvesting,SowingRate,Nitrogen,pH,Clay,CEC,Avg_Temperature,Avg_Irradiation,Soil_Moisture,Precipitation
Riso,Japonica,2022-04-01,2022-08-02,146.65180467231528,77.26240007335338,5.52863055533412,28.472251816740673,15.724540727286273,27.950115369284703,15.09098181280776,25.00593806568356,672.4093090458243
Riso,Japonica,2022-03-29,2022-08-07,172.27848982166125,91.35491015253515,6.97573903712306,25.462769649352403,24.429682536361597,21.633544497431565,15.754121759927882,35.2132825163806,524.8012296207603
Riso,Indica,2022-03-29,2022-08-13,193.37188758589136,62.18860933369476,7.168289194001352,20.83555402009059,25.579707031234147,21.043130873518823,17.503587295708556,31.038800262651524,394.3373315482275
Riso,Arborio,2022-04-11,2022-08-19,181.95768688128936,68.11493495346804,6.980952263907039,26.54083774575447,19.92749115346514,21.455154827873592,21.693154163635015,33.67121812606142,281.7503390551867
Riso,Indica,2022-03-24,2022-08-06,109.68177220918372,118.11178539649828,5.785700574601677,30.989388681324947,26.53972729372924,28.771275618985015,23.88272196511506,20.52926871778274,732.5378430897148
Riso,Indica,2022-04-05,2022-08-13,134.06529623721121,68.14383476956269,7.006855844513938,45.32973936655787,7.855122396397807,25.281892617563564,19.599419512939626,22.139612249456505,482.4574354325618
Riso,Basmati,2022-04-18,2022-09-11,95.4991298181794,102.51633836670601,7.0378455642152815,17.81541789987532,8.0725882970356,24.672609960075025,21.069731162742656,21.810456579718384,726.8691181914209
Riso,Basmati,2022-05-09,2022-10-01,194.48612327104667,120.90462617224327,6.81708103134011,24.47281228494043,11.014031112518046,21.067118191023543,16.884998527955613,15.756195532135045,551.511273459901
Riso,Basmati,2022-05-01,2022-09-09,152.7409561341056,60.687692309474386,7.032231865591172,51.406063813125435,23.132712431412067,26.495560067569617,23.049668338816854,11.836499744307162,604.5152699690004
Riso,Japonica,2022-04-02,2022-07-24,107.43713666041552,106.73122196289034,7.191842879355464,21.611486561269686,12.489813754440975,28.6799959189509,24.6732811135347,27.727482784816804,682.55669262707
Riso,Arborio,2022-03-29,2022-07-27,160.60408212870283,75.65627837013638,6.727208228474916,30.41903159351347,14.914954122240207,28.28185869323453,17.685989329145976,39.676500502617586,595.4933267600807
Riso,Arborio,2022-05-07,2022-09-07,154.1753888549475,146.292687523758,5.677209427939358,53.9096514836163,19.010949266054794,26.260547089808014,19.948259516005464,15.004891148507884,438.83290440736266
Riso,Arborio,2022-05-21,2022-10-09,122.97952616394086,98.35456467199248,6.475255619334422,21.971639001454918,33.415314340363295,20.752787166516736,15.861161105063738,11.400544596978213,508.1800303571906
Riso,Arborio,2022-04-15,2022-08-26,93.62691106395548,130.5992549775158,5.65529866934321,18.723157602818546,5.485174756950104,21.12397027176013,20.591366564629684,33.385950454717985,681.827314805528
Riso,Basmati,2022-04-30,2022-09-28,160.58878347113597,105.02265421562618,6.315086062064862,36.80420977860049,27.728258708281786,20.493089871098245,20.027834418466806,17.577580200541725,424.1901778237905
Riso,Japonica,2022-04-03,2022-07-31,142.4369241084552,54.34125328548192,6.3142129782512555,28.608878007534138,28.410678586423987,22.574792164924695,16.444364841550776,34.88931416058785,432.8728740610983
Riso,Japonica,2022-04-16,2022-08-15,172.67820700827673,113.31513755940223,5.632019688280483,40.35337640177343,32.95295231248228,21.35661467160378,19.420662131180748,31.118100011035462,257.4140696348007
Riso,Basmati,2022-04-01,2022-08-19,142.4196201334392,145.1403342206657,6.197641067938958,51.17122007175638,37.64635286711096,22.60048040252434,18.341046520865632,38.37020611152414,748.7506611330487
Riso,Japonica,2022-04-25,2022-08-18,182.2617800382248,110.16118201463311,5.72199619758263,21.171681966873443,5.704824713225144,23.850580557189616,20.218308753051893,22.26781707270016,254.62178896726505
Riso,Basmati,2022-03-22,2022-08-06,146.22882065293828,131.91888594267903,7.1164704200184445,41.131458804942824,10.382429692962567,29.429827840711354,20.856543354287993,29.859095183519024,588.9255064691336
Riso,Arborio,2022-04-13,2022-08-14,147.31255658424635,138.4206463348408,7.395376051928942,37.74789421754387,36.015995291959754,26.103760597816922,15.084955786072095,23.94564342439812,447.9166872816786
Riso,Basmati,2022-04-06,2022-08-22,185.1984323190014,72.80797719489325,5.644632950515877,21.48354537059398,21.04814967654554,28.349737856829623,22.610059829495555,28.917660919256306,443.3716341532654
Riso,Arborio,2022-04-19,2022-08-20,128.41794394548765,71.20448399082267,7.410230414583403,43.07993184880421,24.760672362671222,27.10351500712332,22.13014291861741,23.48796718023212,607.7311019436104
Riso,Arborio,2022-05-18,2022-09-21,96.08182741407688,111.09809888509918,6.54515319867349,27.313818803734726,28.20595213031016,21.12503130526632,18.662863862065223,15.658967392722245,240.25623957792723
Riso,Indica,2022-03-30,2022-08-14,83.45392115760067,91.10284698067048,6.099131355907748,36.952544334480564,28.767331157347307,27.35920406373949,15.529359355688182,25.236922480101427,556.2234697708608
Riso,Basmati,2022-04-13,2022-09-05,170.61647068083428,133.98613028667205,5.653724150552327,18.702254592467785,37.61091411607779,22.750988815591246,22.549325397850502,25.857526043123272,663.2190715834129
Riso,Indica,2022-03-18,2022-08-01,154.43714616241576,140.0023123398011,6.501248536140835,35.681282574613036,39.893229609408436,26.391078469947065,24.551751604781323,34.31811544780483,696.9276547319565
Riso,Basmati,2022-03-30,2022-08-15,164.48957217190684,85.3421379302718,7.089031088981497,28.790856061926917,30.20551113258291,23.409619736429885,17.40151596022014,32.065621173807436,302.3182336362652
Riso,Basmati,2022-03-23,2022-08-07,105.55569938106929,73.6870558974482,6.914172954533396,52.00715450334094,15.05274232218028,29.97672263264659,18.23524613737038,29.913748718243323,738.4514300469042
Riso,Indica,2022-05-01,2022-09-17,96.36457707041237,128.0525515243862,5.600452022927947,17.564042714881573,35.79133408030202,22.63551479496778,16.838128894818148,13.401612866577176,593.6876551084654
Riso,Indica,2022-04-03,2022-08-17,81.74535988014583,77.48060355481361,5.645803670735807,33.83732737132485,6.7227320089266565,22.791304707742697,20.769361233448397,31.61848871991145,729.1128804924097
Riso,Basmati,2022-04-08,2022-08-08,122.07050705679164,132.26143185136783,6.305746565265274,35.62941408591471,13.087829850607367,29.306722555623985,16.54841394647455,25.00915469063544,491.16843026611895
Riso,Japonica,2022-03-24,2022-07-29,150.79012242255595,92.37382536487628,6.090580988095887,47.62527343346034,36.40850011123002,20.246444046363226,18.561939434613794,36.82298608318477,525.2200070583212
Riso,Arborio,2022-03-26,2022-08-04,127.06928541196788,116.75498992914704,5.964768646112096,40.8429408790595,13.966703005377424,26.96688987873197,21.97013013934263,37.59612802391628,751.4229662172027
Riso,Indica,2022-04-14,2022-08-22,132.4969906428475,59.55353138346682,6.062008997817427,45.02455517373815,12.722787086761198,27.253263907358782,20.601159830093483,11.654697718053564,739.9457260128031
Riso,Arborio,2022-04-04,2022-08-04,188.4990433392498,112.3859324676573,7.1069654865937695,49.96721785432903,9.834385259908654,28.363785774103995,18.864625643279354,34.619246810634365,468.8965240214012
Riso,Japonica,2022-04-18,2022-07-29,121.79065604279604,95.17676787372291,7.358456107263708,53.79913381461849,35.06891151764208,29.744393106384756,19.20249601807542,11.130921712680118,364.6475789814091
Riso,Japonica,2022-04-01,2022-07-18,141.6787386991773,108.66084631754741,6.310205389055133,29.124397352511174,22.502039071688035,29.756019191566523,20.621108826232295,21.01508877085068,435.9022607385585
Riso,Japonica,2022-04-16,2022-08-21,174.03836152893717,66.80142077448635,7.312222004264994,39.21102174137563,28.62126210689542,20.65276757566464,15.058647278871613,26.268999268632374,432.6585971178498
Riso,Indica,2022-04-11,2022-08-15,127.58513387855243,123.68737449441821,6.142991402495764,52.80486352976399,13.367323442626038,28.218393227529027,15.785098684536099,14.443023958813823,372.12012498967636
Riso,Japonica,2022-04-03,2022-08-04,154.65040402734482,136.27970775432286,6.452873972687583,59.52530089342754,31.531414735392577,26.463099336573812,23.812580677630116,32.3894143770723,361.14776259978
Riso,Indica,2022-04-20,2022-08-26,183.48364504960944,71.67398000907757,5.952057995632,55.02836899696934,31.600194073673446,26.473421343730912,15.778789890912908,10.250641125164158,716.6377618878316
Riso,Japonica,2022-04-25,2022-08-27,193.94247483891706,59.571455552016175,6.7809520843516875,31.716026818096957,15.940930871790504,21.283499266146947,22.06803596210505,15.057971453021105,241.917152410797
Riso,Arborio,2022-04-02,2022-08-02,97.64881771148455,52.36385860463364,7.457962230349618,23.78249327483927,19.3738921553599,26.501871664456534,24.200381641090527,27.42390489560427,606.5667092597564
Riso,Arborio,2022-03-31,2022-07-20,191.19051501937935,114.1971500443266,6.706986192086758,37.02266418329649,12.339159710057029,29.824825806012477,17.70683604301731,31.431626861118772,303.6920308738714
Riso,Basmati,2022-03-16,2022-07-15,139.05395516954457,110.70940360887808,6.215628168227098,48.373865332621904,39.17963581630165,29.11818569539447,18.70491437059514,37.49929308081748,406.703536036438
Riso,Arborio,2022-04-04,2022-08-07,110.989326595875,104.669741271407,6.795634891981057,37.16560818389839,27.596090197044408,24.391306608048506,20.689214058447163,31.164899558038716,236.92582048090213
Riso,Basmati,2022-04-22,2022-09-14,135.09629074859134,73.19470961159755,5.745841356930775,36.743138849115084,37.709035825043046,20.399479732860943,23.817089696385846,30.153378107645977,361.98418211327726
Riso,Arborio,2022-04-30,2022-09-02,197.60390903425724,89.09059959055148,7.277318160530797,52.72036894868103,15.618494027019661,23.622934900002047,24.419055872604204,21.83023439051993,661.0526426703452
Riso,Indica,2022-04-20,2022-08-17,139.11417127914436,109.4476335186173,6.506167901559673,31.263170058023384,32.36618195489114,28.26390311600555,22.39563248111268,10.038532765804042,731.0091947283552
Riso,Arborio,2022-05-09,2022-09-09,119.45019323450099,99.67668588591694,6.398699484079284,53.69076036652405,31.80505253596597,27.01499101465166,15.86619760854694,13.604777762068657,332.91629114142023
Riso,Basmati,2022-04-17,2022-09-04,156.0081025180071,148.77855202148874,6.671729576907039,33.30621604282756,29.207947815328954,24.593436555939565,21.691541555348508,26.036636342681174,478.1287035553531
Riso,Basmati,2022-04-11,2022-09-06,108.81747425338317,63.64397525567331,6.749567725578805,29.770489755525276,38.79736413433802,20.551015351588312,19.10303721872662,30.25389657533259,482.1944287623238
Riso,Japonica,2022-04-09,2022-08-20,89.10359937303967,119.51445540475937,5.643551612453026,35.42954600398646,18.77443676372104,24.26894727823303,19.707009994910614,22.523448516893875,724.1451834558405
Riso,Indica,2022-03-30,2022-07-29,95.4655666292779,90.43187681042922,6.865234442446805,49.31011314036908,9.575106325641507,24.690249397178835,15.49148390345177,31.920370345851705,657.6794317254833
Riso,Arborio,2022-04-12,2022-08-05,95.36550067493269,92.81996149256148,5.983863360631059,20.670091253879743,28.509810073542127,29.28555532894136,16.910621393463583,25.655868859965363,507.8463310208299
Riso,Japonica,2022-04-27,2022-08-23,98.22832322147532,121.75977656581762,6.927905265013179,23.838864714240785,30.525843016702215,26.410861035821593,22.90513607533648,12.225285867829367,602.448320283064
Riso,Arborio,2022-05-03,2022-09-17,96.65926071792921,119.24361513243696,7.1450695887683935,57.81501715483914,25.127120071058513,23.11652916654649,19.539588330478598,15.760487529038464,708.4130323456201
Riso,Arborio,2022-04-07,2022-07-30,156.90496937638574,149.12559937021882,7.10791701510504,22.897123232161082,12.23862625966887,25.253182644507213,18.01662241631149,35.19994669731829,205.72337241532696
Riso,Japonica,2022-04-04,2022-08-16,101.82561012789738,62.83942894541252,6.605001934815778,40.54772930689745,22.65595795842744,20.6605530782216,18.840190739649582,31.747382398733183,441.73401863002914
Riso,Japonica,2022-03-13,2022-07-06,121.48007399886359,60.41096493841663,6.540339784621502,41.069150999787205,15.926640779919529,29.725682356497366,23.5439951332568,36.842859610374845,744.3459003662472
Riso,Japonica,2022-05-07,2022-09-07,187.61460918872143,122.43388171287411,5.785751922678823,37.03310079226102,19.961328485834116,23.60059901930726,22.48999017404957,13.526717473628096,644.1878185063708
Riso,Japonica,2022-03-16,2022-07-13,136.8753968315447,107.83869170064091,7.050692300806271,44.01353618595684,27.582650154563236,24.77867354913136,17.723153971810827,39.706676038452215,525.7048246004448
Riso,Japonica,2022-04-18,2022-08-15,160.10692862252324,77.41606665598059,6.042818760893429,25.34220266089283,31.082515994179207,23.552839742369226,16.175018402123733,16.28220141849801,517.78671622108
Riso,Arborio,2022-05-03,2022-09-05,100.67838454419558,57.94193689889866,6.4933908456358935,39.86980204995367,13.12786418154701,26.825117301162003,17.519982216440717,10.35339628859926,408.66205856266265
Riso,Japonica,2022-03-20,2022-07-09,103.0746822570405,58.56582495964305,6.068548185855033,31.74779648611037,19.186387622643366,26.62232158329593,24.207564510547336,39.92268817160662,512.3123201849087
Riso,Indica,2022-04-11,2022-08-19,84.90423395197746,139.41908746641184,5.7676567259993865,44.775026683313506,14.42065498470702,27.153223105291357,20.815888378497554,18.432216563353393,593.229919678072
Riso,Basmati,2022-04-11,2022-08-29,100.27220756865975,69.1867324718743,6.759115393783473,21.355059451791725,11.95210648516542,22.68143229611921,20.334802087447827,30.040583575376797,451.01782305727585
Riso,Japonica,2022-04-25,2022-08-22,113.43084068383504,82.33715621155207,5.608664069645807,40.68948375777643,32.418552699854345,23.15668481164066,20.963935996924615,15.300469425289156,628.4918878353044
Riso,Japonica,2022-04-16,2022-09-03,101.24125811320962,72.6656402226988,6.9972904682524,23.337165992249567,36.823844305294735,21.25251231096208,18.660282657465153,27.406855965974252,716.7393363562315
Riso,Arborio,2022-03-25,2022-07-25,90.64430405084667,85.49963058319372,6.135173590522234,27.538937840176636,17.958126498960183,26.555099718461125,23.071070203195127,37.121049593636776,292.8109089109167
Riso,Japonica,2022-04-28,2022-09-03,94.47630453207209,56.94238427460934,5.500269386008971,24.841941014561243,31.29476235308184,20.397971273356525,20.2328624930025,19.605435022853158,470.92821369045464
Riso,Japonica,2022-03-27,2022-07-28,135.2934521639271,101.90597909082703,6.522258278474459,23.227700094096768,36.39483512775439,25.97682335523459,16.167479027687957,30.107619281330777,444.8120547710487
Riso,Japonica,2022-04-12,2022-07-28,104.7600462086951,56.76125635922149,5.593703817055206,52.156992820230016,34.6143473685581,28.69695884851634,16.29065124829063,15.637107663952495,612.4788824298369
Riso,Arborio,2022-04-03,2022-08-07,123.71238332576905,130.03565078223616,6.052339115641799,27.856840544740066,11.398468598872906,28.908321482896334,20.368591465026185,28.74386196156176,349.9204791547576
Riso,Japonica,2022-04-16,2022-08-02,140.41007250258284,73.37120819104331,6.913952974911433,56.72057018390022,38.47021585296765,24.490377603699617,24.36570218070839,20.093510554525302,584.1505489713658
Riso,Basmati,2022-04-28,2022-09-14,162.84737943552383,104.00119146045105,5.6253792432437315,58.64669364053359,18.183675415031185,24.59303688213074,18.083521216761987,16.33624775763855,726.4935450388928
Riso,Arborio,2022-05-08,2022-09-14,84.71745678093187,138.0079087561458,7.178676984712005,40.706721147169375,16.873423141084274,20.769691830080173,23.69541168859218,19.395461521109056,450.8789598761736
Riso,Basmati,2022-04-07,2022-08-28,175.92924786908512,115.08773690471942,5.507639845317167,21.435050519957688,7.185096454722312,26.707650254430355,22.640955865788793,15.365232055233982,746.6094199875321
Riso,Arborio,2022-03-22,2022-07-24,155.34804673890892,103.29577865513353,5.993647738403805,31.854670952081158,22.016077893670904,28.212594203728457,17.47812442906907,37.05748323513649,795.898243360087
Riso,Japonica,2022-04-17,2022-08-15,89.81108383386463,82.43337531153756,6.981808112304143,50.89795185066963,8.815476547432505,22.44655054604713,15.363407483162424,21.915606589513864,263.65522996877127
Riso,Basmati,2022-05-05,2022-09-21,184.82943489281325,83.3001913058198,6.132540299458613,31.53258279136817,13.69889373245991,24.213008816333648,16.018472651423828,17.35837914923102,339.83191279091517
Riso,Arborio,2022-04-10,2022-08-06,190.50468806381758,116.94869551981901,5.703784776132027,18.915774823625494,16.092991761854847,28.388393367652704,22.284939338474402,23.45223523047799,770.2278508892559
Riso,Indica,2022-04-06,2022-08-04,87.32935518258365,149.41393612211675,6.2204678376008555,40.055320991768454,33.308921322208946,28.77120467662288,16.996697380406466,19.616085004194865,774.996611888832
Riso,Japonica,2022-04-11,2022-08-14,113.22531777766444,116.18391898493786,6.040786572769051,53.03043831732157,35.64210276385638,22.43179980264226,18.712709205053937,32.33257761439978,258.6243652320551
Riso,Arborio,2022-03-22,2022-07-24,176.74415357516736,105.77834173700249,7.185423804321109,50.81668742145761,15.586321111151438,25.505706345413643,20.01699166006425,39.136597356564835,208.999100226282
Riso,Indica,2022-04-15,2022-09-02,169.79116284603901,123.06505102392461,6.1266958351702865,22.880541305865897,35.05443424356009,21.92493150635827,22.254681684501627,23.141009700929406,296.66001395385337
Riso,Arborio,2022-04-07,2022-08-14,102.14252232276527,96.52056122837182,7.077864943552014,45.274407648561,35.00308280794269,21.018787641395566,16.132312232591254,35.83100199916721,797.607670029349
Riso,Indica,2022-03-22,2022-07-24,105.12191880040524,56.014234260078524,7.2837442896214695,24.922691854604118,31.762783263470574,29.111205013919573,19.063664052774616,26.975892206788586,307.99976996641215
Riso,Japonica,2022-04-14,2022-08-05,124.45665233496584,106.22968158779098,6.367634839153059,24.819339054847752,10.134328990531355,28.20507504232109,19.850729091426956,14.717069952827003,501.5285640332139
Riso,Basmati,2022-03-28,2022-08-20,138.14275822292257,145.762528450538,7.319886287708784,54.333229798733335,29.161299641525513,27.60034901803174,20.408270639715397,30.718682262440247,709.0506358583066
Riso,Indica,2022-04-27,2022-09-12,154.19057258363551,67.53029423576596,6.254636107926386,26.235102873310357,38.07584226031991,20.487663188131403,23.183606413952166,25.403034913774604,212.2409664129238
Riso,Arborio,2022-04-10,2022-08-09,124.26963674837269,119.00048908206658,7.428156832980216,26.846130593310505,28.8889167568505,28.437287927102574,16.716781950432168,29.518195697563105,562.6933893550756
Riso,Japonica,2022-03-30,2022-07-25,135.50416593597774,70.09336886590565,5.678579049051146,15.02940258425848,16.606589718774188,24.380440759053837,23.078314518266225,36.69062237714995,366.2152693217746
Riso,Indica,2022-04-13,2022-08-30,169.6965125760508,103.58276844730813,6.874038533006486,54.18010653564829,22.520276110079095,23.423951232958597,21.92878427696652,23.21303711968138,717.400949863839
Riso,Arborio,2022-03-23,2022-07-26,84.40198434687174,59.667644964671965,6.487628080913858,50.666766594411065,27.600376517286875,25.464763610253765,20.558708141989595,37.035328696520665,370.07668955844747
Riso,Arborio,2022-04-18,2022-08-24,110.29243332128249,95.03709362581851,6.275297610911294,43.229802079080514,22.869964305497625,20.91353242723556,21.99527870402572,32.52007042844964,612.0534321691454
Riso,Arborio,2022-04-20,2022-08-14,165.6019503061463,125.61633288952461,6.765423757497202,48.761959377247905,9.198352960583943,27.56646549352399,19.120177389516563,24.658147776339543,604.5317794684381
Riso,Indica,2022-03-25,2022-07-28,187.4248205224639,84.7571524238982,6.907714183268663,21.842185534102132,15.922241562820723,25.824350768882958,16.383975859681247,28.09666406973891,332.89612931578404
Riso,Indica,2022-04-23,2022-09-09,141.40129305387993,116.4911724487218,5.508726539300618,35.6245617564409,33.083861069377136,21.865900968731676,21.657652402653675,19.76743397557034,220.87951992101006
Riso,Indica,2022-03-23,2022-08-10,143.85361823183788,129.54499607897293,5.833906177494398,30.80487243069514,35.14963161334311,21.882321997690457,20.246723066856223,39.507918992163226,445.5497442712384
Riso,Basmati,2022-04-23,2022-09-08,92.86064136077313,142.71778194794527,6.926092101268638,19.21994368156574,9.805501145044957,21.84248651572674,21.393748005427753,30.02053489151188,373.5158911795218
Riso,Indica,2022-05-02,2022-09-11,133.68948401881454,73.46420818554535,6.832770827156413,36.875871834671585,38.33353633395536,20.57002387551934,18.379987810284902,11.315405574898897,685.3866497682252
Riso,Indica,2022-04-05,2022-08-19,143.9140719746028,89.93159158093081,7.432095010257354,56.43328426541859,16.508791624701328,25.87798449371685,24.068665773398358,19.798657172440265,680.2185130732072
Riso,Indica,2022-03-21,2022-07-17,109.09646043616756,65.24160133304174,7.022075580501566,16.80266035728125,28.1809808555752,28.403481775885083,20.87369868575577,28.699433012771724,474.2143713155753
Riso,Basmati,2022-05-21,2022-10-19,112.30918771392572,149.24835021583752,7.401545415462676,28.115741107220725,31.31388010848384,20.174982139873887,15.85402484290874,11.689998333977194,563.9073351939314
Riso,Indica,2022-04-26,2022-09-08,125.27409957255472,142.70009679242952,6.905081003069614,24.339342129256657,33.41811821232592,20.490046449712736,19.498039907044287,10.716525739574283,562.5557095921552
Riso,Arborio,2022-04-10,2022-08-22,82.40854373332716,103.99571302805596,6.0961044172788865,25.716599414956335,38.101239577907556,25.727702766869456,22.563560547436342,23.500727185834076,696.294889056574
Riso,Indica,2022-04-06,2022-08-05,118.6494998699814,134.20332943764214,5.710729844501713,55.879554834571884,15.952184181008791,28.194956853860525,22.941345617322725,19.980705390780102,455.0014484739185
Riso,Arborio,2022-04-24,2022-09-03,105.37376083958536,102.09579772720423,7.063647726689871,36.06310744054306,35.047725909304404,23.267388905686335,19.945970527637588,23.14895824099498,365.26800787430545
Riso,Arborio,2022-05-03,2022-09-07,119.29968226134976,112.35856880027598,6.788298442951832,35.98347358229185,9.609041620267245,23.496143988077222,23.94747570831301,17.880799296400156,359.0209508843285
Riso,Arborio,2022-05-07,2022-09-08,94.37145581831015,58.91244321160166,5.596372024786593,49.2259039104877,29.676431722375746,25.96346497496776,17.676684371942976,14.941532408289428,521.7153675693226
Riso,Basmati,2022-04-08,2022-08-19,186.8632736887874,125.52704204968079,6.220100931801957,21.95214918022166,30.969220532989507,22.74212889124147,19.105986972382667,30.67430070941013,469.48892163932754
